Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
2053,0.003518,0.000269,0.000165,0.000123,0.000098,0.000092,0.000089,0.000084,0.000075,0.000063,0.000055,0.000060,0.000090,0.000153,0.000242,0.000339,0.000438,0.000542,0.000651,0.000762,0.000877,0.000992,0.001092,0.001171,0.001236,0.001295,0.001355,0.001416,0.001477,0.001540,0.001600,0.001657,0.001717,0.001780,0.001845,0.001916,0.001985,0.002040,0.002076,0.002101,0.002133,0.002180,0.002238,0.002308,0.002397,0.002502,0.002634,0.002810,0.003040,0.003317,0.003627,0.003965,0.004341,0.004754,0.005205,0.005691,0.006208,0.006749,0.007308,0.007890,0.008513,0.009176,0.009859,0.010556,0.011282,0.012110,0.013015,0.013899,0.014738,0.015601,0.016602,0.017831,0.019305,0.021072,0.023145,0.025676,0.028552,0.031527,0.034530,0.037776,0.041491,0.046040,0.051688,0.058639,0.066771,0.075857,0.085711,0.096236,0.107431,0.119385,0.132205,0.146005,0.160892,0.176952,0.194257,0.211397,0.228029,0.243789,0.258309,0.271225,0.284786,0.299025,0.313976,0.329675,0.346159,0.363467,0.381640,0.400722,0.420758,0.441796,0.463886,0.487080,0.511434,0.537006,0.563856,0.592049,0.621652,0.652734,0.685371,0.719639
2054,0.003461,0.000266,0.000163,0.000121,0.000096,0.000091,0.000088,0.000083,0.000074,0.000062,0.000054,0.000059,0.000089,0.000152,0.000239,0.000336,0.000434,0.000538,0.000646,0.000756,0.000871,0.000984,0.001083,0.001163,0.001226,0.001285,0.001345,0.001405,0.001466,0.001528,0.001587,0.001644,0.001703,0.001766,0.001830,0.001900,0.001969,0.002023,0.002059,0.002083,0.002115,0.002162,0.002218,0.002288,0.002375,0.002479,0.002609,0.002784,0.003011,0.003287,0.003594,0.003929,0.004301,0.004711,0.005156,0.005638,0.006149,0.006683,0.007235,0.007809,0.008424,0.009078,0.009754,0.010449,0.011174,0.012002,0.012905,0.013786,0.014619,0.015474,0.016465,0.017683,0.019146,0.020899,0.022958,0.025472,0.028329,0.031282,0.034258,0.037474,0.041152,0.045665,0.051281,0.058207,0.066319,0.075382,0.085203,0.095682,0.106818,0.118700,0.131436,0.145144,0.159933,0.175893,0.193096,0.210135,0.226669,0.242337,0.256770,0.269609,0.283089,0.297244,0.312106,0.327711,0.344097,0.361301,0.379367,0.398335,0.418252,0.439164,0.461122,0.484179,0.508387,0.533807,0.560497,0.588522,0.617948,0.648846,0.681288,0.715352
2055,0.003404,0.000262,0.000160,0.000120,0.000095,0.000090,0.000087,0.000082,0.000073,0.000061,0.000053,0.000057,0.000088,0.000150,0.000237,0.000333,0.000431,0.000534,0.000642,0.000750,0.000864,0.000977,0.001075,0.001154,0.001217,0.001276,0.001335,0.001394,0.001455,0.001517,0.001575,0.001632,0.001690,0.001752,0.001816,0.001885,0.001953,0.002007,0.002042,0.002066,0.002097,0.002143,0.002199,0.002267,0.002354,0.002456,0.002584,0.002757,0.002983,0.003256,0.003562,0.003894,0.004262,0.004668,0.005108,0.005584,0.006091,0.006619,0.007163,0.007729,0.008335,0.008981,0.009651,0.010343,0.011067,0.011895,0.012796,0.013674,0.014501,0.015348,0.016330,0.017538,0.018989,0.020729,0.022772,0.025271,0.028109,0.031040,0.033990,0.037176,0.040819,0.045294,0.050878,0.057781,0.065873,0.074912,0.084701,0.095134,0.106212,0.118021,0.130675,0.144293,0.158986,0.174846,0.191948,0.208887,0.225324,0.240899,0.255248,0.268010,0.281411,0.295481,0.310255,0.325768,0.342056,0.359159,0.377117,0.395973,0.415772,0.436560,0.458388,0.481308,0.505373,0.530642,0.557174,0.585033,0.614284,0.644998,0.677248,0.711111
2056,0.003349,0.000259,0.000158,0.000118,0.000094,0.000089,0.000086,0.000081,0.000072,0.000060,0.000052,0.000056,0.000086,0.000148,0.000235,0.000331,0.000428,0.000530,0.000637,0.000745,0.000858,0.000970,0.001068,0.001145,0.001208,0.001266,0.001325,0.001384,0.001444,0.001505,0.001563,0.001619,0.001677,0.001738,0.001802,0.001870,0.001937,0.001991,0.002025,0.002049,0.002079,0.002125,0.002180,0.002247,0.002332,0.002433,0.002560,0.002731,0.002955,0.003226,0.003529,0.003859,0.004224,0.004625,0.005060,0.005532,0.006034,0.006555,0.007092,0.007650,0.008247,0.008885,0.009549,0.010239,0.010962,0.011790,0.012689,0.013564,0.014385,0.015225,0.016197,0.017395,0.018834,0.020561,0.022589,0.025072,0.027892,0.030801,0.033725,0.036882,0.040490,0.044929,0.050482,0.057361,0.065433,0.074448,0.084204,0.094592,0.105611,0.117350,0.129923,0.143451,0.158048,0.173809,0.190812,0.207652,0.223993,0.239477,0.253742,0.266429,0.279750,0.293738,0.308424,0.323846,0.340038,0.357040,0.374892,0.393636,0.413318,0.433984,0.455683,0.478468,0.502391,0.527510,0.553886,0.581580,0.610659,0.641192,0.673252,0.706914
2057,0.003294,0.000255,0.000156,0.000116,0.000092,0.000087,0.000085,0.000080,0.000071,0.000059,0.000051,0.000055,0.000085,0.000146,0.000233,0.000328,0.000424,0.000526,0.000632,0.000739,0.000852,0.000963,0.001060,0.001137,0.001199,0.001257,0.001315,0.001374,0.001433,0.001494,0.001551,0.001607,0.001664,0.001725,0.001788,0.001856,0.001922,0.001974,0.002008,0.002032,0.002062,0.002106,0.002161,0.002227,0.002311,0.002410,0.002536,0.002705,0.002927,0.003196,0.003497,0.003824,0.004186,0.004583,0.005013,0.005480,0.005977,0.006492,0.007022,0.007572,0.008161,0.008790,0.009448,0.010135,0.010858,0.011686,0.012584,0.013455,0.014271,0.015102,0.016066,0.017253,0.018681,0.020395,0.022409,0.024875,0.027677,0.030565,0.033463,0.036592,0.040165,0.044568,0.050090,0.056946,0.064997,0.073989,0.083712,0.094056,0.105017,0.116686,0.129178,0.142617,0.157121,0.172784,0.189688,0.206431,0.222676,0.238070,0.252251,0.264864,0.278107,0.292013,0.306613,0.321944,0.338041,0.354943,0.372690,0.391325,0.410891,0.431435,0.453007,0.475658,0.499440,0.524413,0.550633,0.578165,0.607073,0.637427,0.669298,0.702763
2058,0.003241,0.000252,0.000154,0.000115,0.000091,0.000086,0.000084,0.000079,0.000070,0.000058,0.000050,0.000054,0.000084,0.000145,0.000230,0.000325,0.000421,0.000523,0.000628,0.000734,0.000846,0.000956,0.001052,0.001129,0.001191,0.001247,0.001306,0.001363,0.001422,0.001482,0.001540,0.001594,0.001651,0.001711,0.001773,0.001841,0.001906,0.001959,0.001992,0.002015,0.002044,0.002088,0.002142,0.002207,0.002290,0.002388,0.002512,0.002680,0.002900,0.003167,0.003465,0.003789,0.004148,0.004541,0.004967,0.005429,0.005920,0.006430,0.006953,0.007496,0.008075,0.008696,0.009349,0.010033,0.010756,0.011583,0.012479,0.013347,0.014158,0.014982,0.015936,0.017114,0.018529,0.020231,0.022231,0.024682,0.027466,0.030333,0.033205,0.036305,0.039845,0.044213,0.049704,0.056536,0.064567,0.073535,0.083225,0.093525,0.104428,0.116028,0.128441,0.141793,0.156203,0.171770,0.188576,0.205222,0.221374,0.236679,0.250777,0.263316,0.276482,0.290306,0.304821,0.320062,0.336065,0.352869,0.370512,0.389038,0.408489,0.428914,0.450360,0.472878,0.496521,0.521348,0.547415,0.574786,0.603525,0.633701,0.665386,0.698656
2059,0.003188,0.000248,0.000152,0.000113,0.000090,0.000085,0.000083,0.000078,0.000069,0.000057,0.000049,0.000053,0.000082,0.000143,0.000228,0.000323,0.000418,0.000519,0.000623,0.000729,0.000839,0.000949,0.001044,0.001120,0.001182,0.001238,0.001296,0.001353,0.001412,0.001471,0.001528,0.001582,0.001638,0.001698,0.001760,0.001826,0.001891,0.001943,0.001976,0.001998,0.002027,0.002070,0.002123,0.002188,0.002269,0.002366,0.002488,0.002654,0.002873,0.003138,0.003434,0.003756,0.004111,0.004500,0.004921,0.005378,0.005865,0.006369,0.006885,0.007420,0.007991,0.008604,0.009251,0.009932,0.010655,0.011481,0.012376,0.013241,0.014046,0.014863,0.015808,0.016976,0.018380,0.020069,0.022055,0.024490,0.027257,0.030103,0.032951,0.036023,0.039530,0.043862,0.049323,0.056132,0.064142,0.073086,0.082744,0.092999,0.103846,0.115377,0.127712,0.140977,0.155296,0.170767,0.187476,0.204026,0.220085,0.235302,0.249318,0.261784,0.274874,0.288617,0.303048,0.318201,0.334111,0.350816,0.368357,0.386775,0.406113,0.426419,0.447740,0.470127,0.493633,0.518315,0.544231,0.571442,0.600015,0.630015,0.661516,0.694592
2060,0.003136,0.000245,0.000150,0.000112,0.000089,0.000084,0.000082,0.000077,0.000068,0.000056,0.000048,0.000052,0.000081,0.000141,0.000226,0.000320,0.000415,0.000515,0.000618,0.000723,0.000833,0.000942,0.001036,0.001112,0.001173,0.001229,0.001286,0.001343,0.001401,0.001460,0.001516,0.001570,0.001626,0.001685,0.001746,0.001812,0.001876,0.001927,0.001960,0.001981,0.002010,0.002053,0.002105,0.002168,0.002249,0.002344,0.002465,0.002629,0.002846,0.003109,0.003403,0.003722,0.004074,0.004459,0.004876,0.005328,0.005810,0.006308,0.006817,0.007345,0.007907,0.008513,0.009154,0.009833,0.010555,0.011381,0.012274,0.013136,0.013936,0.014745,0.015682,0.016840,0.018233,0.019910,0.021881,0.024301,0.027051,0.029876,0.032699,0.035744,0.039218,0.043516,0.048947,0.055732,0.063721,0.072642,0.082268,0.092479,0.103270,0.114733,0.126990,0.140170,0.154398,0.169775,0.186388,0.202844,0.218810,0.233939,0.247875,0.260269,0.273282,0.286947,0.301294,0.316359,0.332177,0.348785,0.366225,0.384536,0.403763,0.423951,0.445148,0.467406,0.490776,0.515315,0.541081,0.568135,0.596541,0.626368,0.657687,0.690571
2061,0.003085,0.000241,0.000148,0.000110,0.000087,0.000083,0.000081,0.000076,0.000067,0.000055,0.000047,0.000051,0.000080,0.000140,0.000224,0.000317,0.000411,0.000511,0.000614,0.000718,0.000827,0.000935,0.001029,0.001104,0.001164,0.001220,0.001277,0.001333,0.001391,0.001449,0.001505,0.001558,0.001613,0.001672,0.001732,0.001798,0.001861,0.001911,0.001943,0.001965,0.001993,0.002035,0.002086,0.002149,0.002229,0.002322,0.002442,0.002604,0.002819,0.003081,0.003373,0.003689,0.004038,0.004419,0.004831,0.005279,0.005756,0.006248,0.006750,0.007270,0.007825,0.008422,0.009058,0.009734,0.010456,0.011282,0.012174,0.013033,0.013827,0.014629,0.015557,0.016705,0.018088,0.019752,0.021710,0.024115,0.026847,0.029652,0.032451,0.035469,0.038911,0.043175,0.048576,0.055338,0.063306,0.072202,0.081796,0.091964,0.102699,0.114096,0.126276,0.139372,0.153509,0.168793,0.185312,0.201673,0.217549,0.232591,0.246447,0.258770,0.271708,0.285294,0.299558,0.314536,0.330263,0.346776,0.364115,0.382321,0.401437,0.421509,0.442584,0.464713,0.487949,0.512347,0.537964,0.564862,0.593105,0.622760,0.653898,0.686593
2062,0.003035,0.000238,0.000146,0.000109,0.000086,0.000082,0.000080,0.000075,0.000066,0.000054,0.000046,0.000050,0.000079,0.000138,0.000222,0.000315,0.000408,0.000507,0.000609,0.000713,0.000821,0.000928,0.001021,0.001096,0.001156,0.001211,0.001267,0.001323,0.001380,0.001438,0.001493,0.001546,0.001601,0.001659,0.001718,0.001783,0.001846,0.001896,0.001928,0.001949,0.001976,0.002018,0.002068,0.002130,0.002208,0.002301,0.002419,0.002580,0.002793,0.003052,0.003342,0.003656,0.004002,0.004379,0.004786,0.005230,0.005702,0.006189,0.006684,0.007197,0.007743,0.008333,0.008963,0.009637,0.010358,0.011185,0.012075,0.012931,0.013720,0.014515,0.015434,0.016572,0.017944,0.019596,0.021541,0.023931,0.026646,0.029430,0.032206,0.035197,0.038607,0.042838,0.048210,0.054948,0.062896,0.071768,0.081330,0.091455,0.102134,0.113464,0.125569,0.138581,0.152630,0.167822,0.184247,0.200515,0.216301,0.231258,0.245035,0.257286,0.270151,0.283658,0.297841,0.312733,0.328370,0.344788,0.362028,0.380129,0.399136,0.419093,0.440047,0.462050,0.485152,0.509410,0.534880,0.561624,0.589705,0.619191,0.650150,0.682658
2063,0.002985,0.000235,0.000144,0.000107,0.000085,0.000081,0.000079,0.000074,0.000065,0.000054,0.000045,0.000049,0.000077,0.000137,0.000220,0.000312,0.000405,0.000503,0.000605,0.000708,0.000815,0.000921,0.001014,0.001088,0.001147,0.001202,0.001258,0.001313,0.001370,0.001427,0.001482,0.001534,0.001588,0.001646,0.001705,0.001769,0.001832,0.001881,0.001912,0.001933,0.001959,0.002000,0.002050,0.002111,0.002188,0.002280,0.002396,0.002556,0.002767,0.003024,0.003312,0.003624,0.003966,0.004340,0.004743,0.005181,0.005649,0.006130,0.006619,0.007125,0.007663,0.008245,0.008870,0.009541,0.010262,0.011088,0.011977,0.012830,0.013614,0.014401,0.015312,0.016441,0.017803,0.019443,0.021374,0.023749,0.026447,0.029212,0.031965,0.034929,0.038308,0.042506,0.047848,0.054564,0.062491,0.071338,0.080868,0.090950,0.101575,0.112840,0.124869,0.137800,0.151761,0.166861,0.183193,0.199370,0.215066,0.229938,0.243637,0.255819,0.268610,0.282040,0.296142,0.310949,0.326497,0.342822,0.359963,0.377961,0.396859,0.416702,0.437537,0.459414,0.482385,0.506504,0.531829,0.558420,0.586341,0.615658,0.646441,0.678763
2064,0.002937,0.000232,0.000142,0.000106,0.000084,0.000080,0.000078,0.000073,0.000064,0.000053,0.000044,0.000048,0.000076,0.000135,0.000218,0.000310,0.000402,0.000500,0.000601,0.000702,0.000809,0.000914,0.001006,0.001080,0.001139,0.001193,0.001248,0.001303,0.001360,0.001416,0.001471,0.001522,0.001576,0.001633,0.001692,0.001755,0.001817,0.001866,0.001896,0.001917,0.001943,0.001983,0.002032,0.002093,0.002169,0.002259,0.002374,0.002532,0.002741,0.002997,0.003283,0.003591,0.003931,0.004301,0.004699,0.005134,0.005597,0.006072,0.006555,0.007053,0.007583,0.008158,0.008777,0.009447,0.010167,0.010993,0.011880,0.012730,0.013509,0.014290,0.015192,0.016312,0.017663,0.019291,0.021209,0.023569,0.026251,0.028996,0.031726,0.034664,0.038013,0.042178,0.047492,0.054184,0.062090,0.070914,0.080411,0.090451,0.101022,0.112222,0.124177,0.137026,0.150900,0.165910,0.182151,0.198237,0.213844,0.228633,0.242254,0.254367,0.267085,0.280439,0.294461,0.309184,0.324644,0.340876,0.357919,0.375815,0.394606,0.414337,0.435053,0.456806,0.479646,0.503629,0.528810,0.555251,0.583013,0.612164,0.642772,0.674911
2065,0.002889,0.000229,0.000140,0.000104,0.000083,0.000079,0.000077,0.000072,0.000064,0.000052,0.000043,0.000047,0.000075,0.000133,0.000216,0.000307,0.000399,0.000496,0.000596,0.000697,0.000803,0.000908,0.000999,0.001072,0.001130,0.001184,0.001239,0.001294,0.001349,0.001406,0.001459,0.001511,0.001564,0.001620,0.001678,0.001741,0.001803,0.001851,0.001881,0.001901,0.001927,0.001967,0.002015,0.002074,0.002149,0.002238,0.002352,0.002508,0.002716,0.002970,0.003253,0.003560,0.003896,0.004262,0.004656,0.005087,0.005545,0.006015,0.006491,0.006982,0.007505,0.008072,0.008686,0.009353,0.010073,0.010899,0.011785,0.012632,0.013406,0.014180,0.015074,0.016184,0.017525,0.019141,0.021046,0.023392,0.026057,0.028783,0.031490,0.034403,0.037722,0.041855,0.047140,0.053809,0.061694,0.070493,0.079959,0.089956,0.100474,0.111610,0.123492,0.136261,0.150049,0.164970,0.181119,0.197115,0.212635,0.227341,0.240886,0.252930,0.265576,0.278855,0.292798,0.307438,0.322810,0.338950,0.355898,0.373693,0.392377,0.411996,0.432596,0.454226,0.476937,0.500784,0.525823,0.552114,0.579720,0.608706,0.639141,0.671098
2066,0.002842,0.000226,0.000138,0.000103,0.000082,0.000078,0.000076,0.000071,0.000063,0.000051,0.000042,0.000046,0.000074,0.000132,0.000214,0.000305,0.000396,0.000492,0.000592,0.000692,0.000797,0.000901,0.000992,0.001064,0.001122,0.001175,0.001230,0.001284,0.001339,0.001395,0.001448,0.001499,0.001552,0.001608,0.001665,0.001728,0.001788,0.001836,0.001865,0.001885,0.001911,0.001950,0.001997,0.002056,0.002130,0.002217,0.002330,0.002484,0.002691,0.002943,0.003224,0.003528,0.003862,0.004224,0.004614,0.005040,0.005494,0.005959,0.006428,0.006913,0.007427,0.007987,0.008596,0.009261,0.009980,0.010806,0.011691,0.012535,0.013304,0.014071,0.014957,0.016058,0.017388,0.018993,0.020885,0.023217,0.025866,0.028573,0.031258,0.034146,0.037434,0.041536,0.046792,0.053439,0.061303,0.070078,0.079512,0.089467,0.099931,0.111004,0.122814,0.135503,0.149207,0.164039,0.180099,0.196006,0.211439,0.226063,0.239532,0.251508,0.264084,0.277288,0.291152,0.305710,0.320995,0.337045,0.353897,0.371592,0.390172,0.409681,0.430165,0.451673,0.474256,0.497969,0.522868,0.549011,0.576462,0.605285,0.635549,0.667326
2067,0.002796,0.000223,0.000136,0.000102,0.000081,0.000077,0.000075,0.000071,0.000062,0.000050,0.000041,0.000045,0.000073,0.000130,0.000212,0.000302,0.000393,0.000489,0.000587,0.000687,0.000791,0.000894,0.000984,0.001056,0.001114,0.001167,0.001221,0.001274,0.001329,0.001385,0.001437,0.001488,0.001540,0.001595,0.001652,0.001714,0.001774,0.001821,0.001850,0.001869,0.001894,0.001933,0.001980,0.002038,0.002111,0.002197,0.002308,0.002461,0.002666,0.002916,0.003196,0.003497,0.003828,0.004187,0.004572,0.004994,0.005443,0.005903,0.006366,0.006844,0.007351,0.007903,0.008507,0.009169,0.009888,0.010714,0.011598,0.012439,0.013203,0.013963,0.014841,0.015934,0.017253,0.018847,0.020726,0.023044,0.025676,0.028365,0.031028,0.033891,0.037150,0.041221,0.046450,0.053073,0.060916,0.069667,0.079069,0.088983,0.099394,0.110404,0.122143,0.134754,0.148373,0.163119,0.179089,0.194908,0.210256,0.224798,0.238192,0.250102,0.262607,0.275737,0.289524,0.304000,0.319200,0.335160,0.351918,0.369514,0.387990,0.407389,0.427759,0.449147,0.471604,0.495184,0.519943,0.545941,0.573238,0.601899,0.631994,0.663594
2068,0.002751,0.000220,0.000134,0.000100,0.000080,0.000076,0.000074,0.000070,0.000061,0.000049,0.000041,0.000044,0.000071,0.000129,0.000210,0.000300,0.000390,0.000485,0.000583,0.000682,0.000786,0.000888,0.000977,0.001048,0.001106,0.001158,0.001212,0.001265,0.001319,0.001374,0.001426,0.001476,0.001528,0.001583,0.001639,0.001701,0.001760,0.001806,0.001835,0.001854,0.001879,0.001917,0.001963,0.002020,0.002092,0.002177,0.002286,0.002438,0.002641,0.002889,0.003167,0.003467,0.003794,0.004149,0.004531,0.004948,0.005393,0.005848,0.006305,0.006775,0.007275,0.007820,0.008419,0.009079,0.009798,0.010623,0.011506,0.012345,0.013104,0.013857,0.014727,0.015811,0.017120,0.018703,0.020569,0.022873,0.025490,0.028159,0.030801,0.033640,0.036870,0.040911,0.046111,0.052712,0.060534,0.069260,0.078631,0.088503,0.098863,0.109811,0.121479,0.134012,0.147549,0.162208,0.178090,0.193822,0.209085,0.223547,0.236866,0.248710,0.261145,0.274203,0.287913,0.302308,0.317424,0.333295,0.349960,0.367458,0.385831,0.405122,0.425378,0.446647,0.468979,0.492428,0.517050,0.542902,0.570047,0.598550,0.628477,0.659901
2069,0.002706,0.000217,0.000133,0.000099,0.000078,0.000075,0.000073,0.000069,0.000060,0.000049,0.000040,0.000043,0.000070,0.000128,0.000208,0.000297,0.000387,0.000482,0.000579,0.000677,0.000780,0.000881,0.000970,0.001040,0.001097,0.001149,0.001203,0.001255,0.001309,0.001364,0.001416,0.001465,0.001516,0.001571,0.001627,0.001687,0.001746,0.001792,0.001820,0.001839,0.001863,0.001900,0.001946,0.002002,0.002073,0.002157,0.002265,0.002415,0.002617,0.002863,0.003139,0.003436,0.003761,0.004113,0.004490,0.004903,0.005344,0.005793,0.006244,0.006708,0.007200,0.007739,0.008332,0.008990,0.009708,0.010534,0.011415,0.012251,0.013006,0.013752,0.014614,0.015689,0.016989,0.018561,0.020414,0.022704,0.025305,0.027957,0.030577,0.033392,0.036594,0.040604,0.045777,0.052355,0.060156,0.068858,0.078197,0.088028,0.098336,0.109223,0.120822,0.133278,0.146733,0.161306,0.177102,0.192747,0.207927,0.222309,0.235555,0.247333,0.259699,0.272684,0.286318,0.300634,0.315666,0.331449,0.348022,0.365423,0.383694,0.402879,0.423023,0.444174,0.466382,0.489702,0.514187,0.539896,0.566891,0.595235,0.624997,0.656247
2070,0.002662,0.000214,0.000131,0.000098,0.000077,0.000074,0.000072,0.000068,0.000059,0.000048,0.000039,0.000042,0.000069,0.000126,0.000206,0.000295,0.000384,0.000478,0.000575,0.000672,0.000774,0.000875,0.000963,0.001033,0.001089,0.001141,0.001194,0.001246,0.001300,0.001354,0.001405,0.001454,0.001505,0.001558,0.001614,0.001674,0.001732,0.001777,0.001805,0.001823,0.001847,0.001884,0.001929,0.001984,0.002054,0.002137,0.002244,0.002392,0.002593,0.002837,0.003111,0.003406,0.003728,0.004076,0.004450,0.004858,0.005295,0.005739,0.006184,0.006641,0.007126,0.007658,0.008246,0.008902,0.009620,0.010446,0.011325,0.012159,0.012909,0.013649,0.014503,0.015570,0.016859,0.018420,0.020261,0.022537,0.025123,0.027756,0.030356,0.033147,0.036321,0.040301,0.045448,0.052003,0.059782,0.068460,0.077768,0.087558,0.097815,0.108641,0.120171,0.132551,0.145926,0.160415,0.176124,0.191684,0.206780,0.221083,0.234257,0.245970,0.258268,0.271182,0.284741,0.298978,0.313927,0.329623,0.346104,0.363409,0.381580,0.400659,0.420692,0.441726,0.463813,0.487003,0.511354,0.536921,0.563767,0.591956,0.621553,0.652631
2071,0.002619,0.000211,0.000129,0.000096,0.000076,0.000073,0.000071,0.000067,0.000059,0.000047,0.000038,0.000042,0.000068,0.000125,0.000204,0.000292,0.000381,0.000475,0.000571,0.000667,0.000768,0.000868,0.000956,0.001025,0.001081,0.001133,0.001185,0.001237,0.001290,0.001343,0.001394,0.001443,0.001493,0.001546,0.001601,0.001661,0.001718,0.001763,0.001791,0.001808,0.001832,0.001868,0.001913,0.001967,0.002036,0.002117,0.002223,0.002370,0.002569,0.002812,0.003084,0.003377,0.003696,0.004040,0.004410,0.004814,0.005247,0.005686,0.006125,0.006576,0.007053,0.007578,0.008161,0.008815,0.009533,0.010358,0.011237,0.012068,0.012813,0.013546,0.014393,0.015451,0.016731,0.018281,0.020110,0.022373,0.024943,0.027559,0.030137,0.032905,0.036052,0.040003,0.045122,0.051655,0.059413,0.068067,0.077343,0.087093,0.097299,0.108065,0.119527,0.131832,0.145127,0.159532,0.175156,0.190631,0.205646,0.219871,0.232973,0.244621,0.256852,0.269695,0.283180,0.297339,0.312206,0.327816,0.344207,0.361417,0.379488,0.398462,0.418385,0.439305,0.461270,0.484333,0.508550,0.533978,0.560677,0.588710,0.618146,0.649053
2072,0.002577,0.000208,0.000127,0.000095,0.000075,0.000072,0.000070,0.000066,0.000058,0.000046,0.000037,0.000041,0.000067,0.000123,0.000203,0.000290,0.000378,0.000471,0.000566,0.000662,0.000763,0.000862,0.000949,0.001018,0.001073,0.001124,0.001176,0.001228,0.001280,0.001333,0.001384,0.001432,0.001482,0.001534,0.001589,0.001648,0.001705,0.001749,0.001776,0.001793,0.001817,0.001853,0.001896,0.001950,0.002018,0.002098,0.002202,0.002348,0.002545,0.002787,0.003057,0.003347,0.003664,0.004005,0.004370,0.004771,0.005199,0.005633,0.006066,0.006511,0.006981,0.007499,0.008078,0.008729,0.009447,0.010272,0.011149,0.011978,0.012718,0.013445,0.014285,0.015334,0.016605,0.018144,0.019961,0.022210,0.024765,0.027363,0.029921,0.032667,0.035786,0.039708,0.044801,0.051311,0.059048,0.067677,0.076923,0.086632,0.096788,0.107495,0.118889,0.131121,0.144336,0.158659,0.174199,0.189590,0.204523,0.218672,0.231702,0.243287,0.255451,0.268224,0.281635,0.295717,0.310503,0.326028,0.342329,0.359446,0.377418,0.396289,0.416103,0.436908,0.458754,0.481691,0.505776,0.531065,0.557618,0.585499,0.614774,0.645513
2073,0.002535,0.000205,0.000126,0.000094,0.000074,0.000071,0.000069,0.000065,0.000057,0.000045,0.000037,0.000040,0.000066,0.000122,0.000201,0.000288,0.000375,0.000468,0.000562,0.000658,0.000757,0.000856,0.000942,0.001010,0.001065,0.001116,0.001168,0.001218,0.001271,0.001323,0.001373,0.001421,0.001470,0.001523,0.001576,0.001635,0.001691,0.001735,0.001762,0.001779,0.001801,0.001837,0.001880,0.001933,0.002000,0.002079,0.002182,0.002326,0.002522,0.002762,0.003030,0.003318,0.003632,0.003970,0.004331,0.004728,0.005152,0.005581,0.006008,0.006446,0.006910,0.007421,0.007995,0.008644,0.009362,0.010187,0.011063,0.011889,0.012625,0.013346,0.014177,0.015219,0.016480,0.018008,0.019814,0.022050,0.024590,0.027170,0.029708,0.032431,0.035524,0.039417,0.044484,0.050972,0.058687,0.067292,0.076506,0.086176,0.096283,0.106931,0.118258,0.130417,0.143554,0.157795,0.173251,0.188560,0.203412,0.217484,0.230444,0.241966,0.254065,0.266768,0.280106,0.294112,0.308817,0.324258,0.340471,0.357495,0.375369,0.394138,0.413845,0.434537,0.456264,0.479077,0.503031,0.528183,0.554592,0.582321,0.611437,0.642009
2074,0.002494,0.000203,0.000124,0.000092,0.000073,0.000070,0.000069,0.000065,0.000056,0.000045,0.000036,0.000039,0.000065,0.000121,0.000199,0.000285,0.000372,0.000464,0.000558,0.000653,0.000752,0.000849,0.000935,0.001003,0.001058,0.001108,0.001159,0.001209,0.001261,0.001313,0.001363,0.001410,0.001459,0.001511,0.001564,0.001622,0.001678,0.001721,0.001748,0.001764,0.001786,0.001821,0.001864,0.001916,0.001982,0.002060,0.002161,0.002304,0.002498,0.002737,0.003003,0.003289,0.003601,0.003935,0.004292,0.004685,0.005105,0.005530,0.005951,0.006383,0.006839,0.007344,0.007913,0.008561,0.009277,0.010103,0.010978,0.011801,0.012532,0.013247,0.014071,0.015104,0.016356,0.017875,0.019668,0.021891,0.024416,0.026979,0.029498,0.032198,0.035265,0.039130,0.044171,0.050636,0.058331,0.066911,0.076094,0.085724,0.095782,0.106372,0.117634,0.129720,0.142780,0.156940,0.172314,0.187540,0.202313,0.216310,0.229200,0.240660,0.252693,0.265327,0.278594,0.292524,0.307150,0.322507,0.338633,0.355564,0.373342,0.392010,0.411610,0.432190,0.453800,0.476490,0.500315,0.525330,0.551597,0.579177,0.608135,0.638542
