Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
2075,0.002015,0.000156,0.000094,0.000074,0.000061,0.000056,0.000053,0.000051,0.000047,0.000044,0.000043,0.000045,0.000055,0.000074,0.000100,0.000129,0.000158,0.000189,0.000219,0.000249,0.000282,0.000315,0.000345,0.000371,0.000395,0.000416,0.000441,0.000470,0.000508,0.000550,0.000595,0.000638,0.000677,0.000712,0.000742,0.000774,0.000808,0.000837,0.000861,0.000883,0.000909,0.000942,0.000981,0.001029,0.001087,0.001154,0.001233,0.001333,0.001458,0.001605,0.001766,0.001939,0.002129,0.002338,0.002563,0.002816,0.003082,0.003330,0.003548,0.003754,0.003982,0.004258,0.004588,0.004986,0.005451,0.005994,0.006595,0.007227,0.007881,0.008586,0.009424,0.010407,0.011482,0.012649,0.013957,0.015577,0.017488,0.019522,0.021652,0.024022,0.026756,0.030110,0.034310,0.039512,0.045626,0.052482,0.059939,0.067925,0.076443,0.085564,0.095375,0.105972,0.117449,0.129884,0.143348,0.156957,0.170486,0.183693,0.196319,0.208098,0.220584,0.233819,0.247848,0.262719,0.278482,0.295191,0.312902,0.331677,0.351577,0.372672,0.395032,0.418734,0.443858,0.470490,0.497626,0.522508,0.548633,0.576065,0.604868,0.635111
2076,0.001982,0.000153,0.000093,0.000073,0.000060,0.000056,0.000053,0.000050,0.000047,0.000044,0.000042,0.000045,0.000054,0.000073,0.000099,0.000128,0.000157,0.000187,0.000217,0.000247,0.000280,0.000313,0.000343,0.000369,0.000392,0.000413,0.000437,0.000467,0.000504,0.000546,0.000590,0.000633,0.000672,0.000706,0.000736,0.000767,0.000801,0.000830,0.000854,0.000875,0.000900,0.000933,0.000972,0.001020,0.001077,0.001143,0.001221,0.001320,0.001444,0.001590,0.001750,0.001921,0.002110,0.002316,0.002539,0.002790,0.003053,0.003298,0.003513,0.003717,0.003940,0.004212,0.004540,0.004938,0.005404,0.005947,0.006548,0.007178,0.007828,0.008528,0.009360,0.010336,0.011404,0.012564,0.013864,0.015475,0.017376,0.019397,0.021512,0.023866,0.026580,0.029913,0.034092,0.039276,0.045373,0.052208,0.059640,0.067594,0.076073,0.085148,0.094907,0.105447,0.116863,0.129234,0.142632,0.156173,0.169635,0.182777,0.195340,0.207060,0.219484,0.232653,0.246612,0.261409,0.277093,0.293719,0.311342,0.330023,0.349824,0.370813,0.393062,0.416646,0.441645,0.468143,0.494966,0.519714,0.545700,0.572985,0.601634,0.631716
2077,0.001950,0.000151,0.000092,0.000072,0.000059,0.000055,0.000052,0.000049,0.000046,0.000043,0.000041,0.000044,0.000054,0.000072,0.000098,0.000127,0.000156,0.000186,0.000216,0.000246,0.000277,0.000310,0.000340,0.000366,0.000389,0.000410,0.000434,0.000463,0.000500,0.000542,0.000585,0.000628,0.000666,0.000700,0.000729,0.000761,0.000794,0.000823,0.000846,0.000867,0.000892,0.000924,0.000963,0.001010,0.001067,0.001131,0.001209,0.001307,0.001430,0.001575,0.001733,0.001903,0.002090,0.002295,0.002515,0.002764,0.003024,0.003267,0.003478,0.003679,0.003899,0.004168,0.004494,0.004891,0.005357,0.005901,0.006501,0.007130,0.007776,0.008471,0.009296,0.010266,0.011327,0.012480,0.013772,0.015375,0.017264,0.019274,0.021375,0.023712,0.026406,0.029717,0.033877,0.039043,0.045122,0.051937,0.059344,0.067267,0.075707,0.084736,0.094444,0.104928,0.116283,0.128591,0.141923,0.155397,0.168794,0.181870,0.194372,0.206034,0.218396,0.231500,0.245390,0.260113,0.275720,0.292263,0.309799,0.328387,0.348090,0.368975,0.391114,0.414580,0.439455,0.465823,0.492334,0.516950,0.542798,0.569938,0.598435,0.628356
2078,0.001918,0.000149,0.000091,0.000071,0.000059,0.000054,0.000051,0.000049,0.000045,0.000042,0.000041,0.000043,0.000053,0.000071,0.000097,0.000125,0.000155,0.000185,0.000214,0.000244,0.000275,0.000308,0.000338,0.000363,0.000386,0.000407,0.000430,0.000459,0.000496,0.000537,0.000581,0.000622,0.000661,0.000694,0.000723,0.000754,0.000787,0.000816,0.000839,0.000860,0.000884,0.000916,0.000954,0.001000,0.001057,0.001120,0.001197,0.001294,0.001416,0.001560,0.001717,0.001886,0.002071,0.002274,0.002492,0.002738,0.002996,0.003236,0.003445,0.003642,0.003859,0.004124,0.004447,0.004844,0.005310,0.005855,0.006455,0.007082,0.007725,0.008414,0.009234,0.010196,0.011250,0.012396,0.013680,0.015275,0.017155,0.019152,0.021239,0.023559,0.026234,0.029525,0.033664,0.038813,0.044874,0.051669,0.059051,0.066942,0.075345,0.084329,0.093986,0.104414,0.115709,0.127954,0.141221,0.154630,0.167961,0.180974,0.193414,0.205018,0.217319,0.230359,0.244180,0.258831,0.274361,0.290822,0.308272,0.326768,0.346374,0.367157,0.389186,0.412537,0.437290,0.463527,0.489728,0.514215,0.539925,0.566922,0.595268,0.625031
2079,0.001887,0.000147,0.000089,0.000070,0.000058,0.000053,0.000050,0.000048,0.000045,0.000042,0.000040,0.000043,0.000052,0.000071,0.000096,0.000124,0.000153,0.000183,0.000213,0.000242,0.000273,0.000306,0.000335,0.000360,0.000383,0.000404,0.000427,0.000456,0.000492,0.000533,0.000576,0.000617,0.000655,0.000688,0.000717,0.000748,0.000780,0.000809,0.000831,0.000852,0.000876,0.000908,0.000945,0.000991,0.001046,0.001110,0.001185,0.001281,0.001402,0.001545,0.001701,0.001869,0.002052,0.002253,0.002468,0.002712,0.002968,0.003205,0.003411,0.003605,0.003818,0.004081,0.004402,0.004798,0.005264,0.005809,0.006409,0.007035,0.007674,0.008359,0.009172,0.010128,0.011175,0.012314,0.013590,0.015176,0.017046,0.019032,0.021104,0.023409,0.026064,0.029335,0.033455,0.038585,0.044629,0.051404,0.058761,0.066621,0.074986,0.083926,0.093533,0.103906,0.115142,0.127324,0.140527,0.153871,0.167137,0.180087,0.192466,0.204014,0.216255,0.229230,0.242984,0.257563,0.273017,0.289398,0.306761,0.325167,0.344677,0.365358,0.387279,0.410516,0.435147,0.461256,0.487150,0.511507,0.537083,0.563937,0.592134,0.621740
2080,0.001856,0.000145,0.000088,0.000069,0.000057,0.000053,0.000050,0.000047,0.000044,0.000041,0.000039,0.000042,0.000051,0.000070,0.000095,0.000123,0.000152,0.000182,0.000211,0.000240,0.000271,0.000303,0.000332,0.000357,0.000380,0.000401,0.000424,0.000452,0.000488,0.000529,0.000571,0.000612,0.000650,0.000682,0.000711,0.000742,0.000774,0.000801,0.000824,0.000844,0.000868,0.000899,0.000937,0.000982,0.001036,0.001099,0.001173,0.001269,0.001389,0.001531,0.001686,0.001851,0.002034,0.002232,0.002446,0.002687,0.002941,0.003175,0.003378,0.003569,0.003779,0.004038,0.004357,0.004752,0.005219,0.005764,0.006364,0.006988,0.007624,0.008303,0.009110,0.010060,0.011100,0.012232,0.013501,0.015079,0.016939,0.018913,0.020971,0.023260,0.025897,0.029147,0.033247,0.038360,0.044387,0.051142,0.058474,0.066303,0.074630,0.083526,0.093084,0.103403,0.114581,0.126702,0.139841,0.153120,0.166323,0.179210,0.191528,0.203020,0.215201,0.228113,0.241800,0.256308,0.271687,0.287988,0.305267,0.323583,0.342998,0.363578,0.385393,0.408516,0.433027,0.459009,0.484598,0.508828,0.534270,0.560983,0.589032,0.618484
2081,0.001826,0.000143,0.000087,0.000068,0.000056,0.000052,0.000049,0.000047,0.000044,0.000040,0.000039,0.000041,0.000051,0.000069,0.000094,0.000122,0.000151,0.000180,0.000210,0.000238,0.000269,0.000301,0.000330,0.000355,0.000377,0.000398,0.000421,0.000449,0.000484,0.000524,0.000567,0.000607,0.000645,0.000677,0.000705,0.000735,0.000767,0.000794,0.000817,0.000837,0.000860,0.000891,0.000928,0.000973,0.001027,0.001088,0.001162,0.001256,0.001375,0.001516,0.001670,0.001835,0.002015,0.002212,0.002423,0.002662,0.002913,0.003145,0.003345,0.003534,0.003740,0.003995,0.004312,0.004707,0.005174,0.005720,0.006319,0.006941,0.007574,0.008249,0.009050,0.009993,0.011027,0.012151,0.013413,0.014983,0.016833,0.018795,0.020840,0.023113,0.025731,0.028961,0.033043,0.038138,0.044147,0.050882,0.058190,0.065988,0.074278,0.083131,0.092640,0.102905,0.114025,0.126085,0.139162,0.152378,0.165517,0.178341,0.190601,0.202037,0.214159,0.227009,0.240629,0.255067,0.270371,0.286593,0.303789,0.322016,0.341337,0.361818,0.383527,0.406538,0.430931,0.456786,0.482073,0.506176,0.531485,0.558060,0.585963,0.615261
2082,0.001797,0.000141,0.000086,0.000067,0.000056,0.000051,0.000049,0.000046,0.000043,0.000040,0.000038,0.000041,0.000050,0.000068,0.000093,0.000121,0.000150,0.000179,0.000208,0.000237,0.000267,0.000299,0.000327,0.000352,0.000374,0.000395,0.000417,0.000445,0.000480,0.000520,0.000562,0.000603,0.000639,0.000671,0.000699,0.000729,0.000760,0.000788,0.000810,0.000829,0.000853,0.000883,0.000919,0.000963,0.001017,0.001078,0.001150,0.001244,0.001362,0.001502,0.001655,0.001818,0.001997,0.002192,0.002400,0.002637,0.002886,0.003116,0.003313,0.003498,0.003701,0.003953,0.004268,0.004662,0.005130,0.005676,0.006275,0.006896,0.007525,0.008195,0.008990,0.009927,0.010954,0.012072,0.013326,0.014887,0.016728,0.018679,0.020710,0.022968,0.025568,0.028778,0.032840,0.037918,0.043910,0.050625,0.057908,0.065677,0.073930,0.082740,0.092200,0.102412,0.113475,0.125476,0.138490,0.151643,0.164719,0.177483,0.189683,0.201065,0.213128,0.225916,0.239471,0.253839,0.269070,0.285214,0.302327,0.320466,0.339694,0.360076,0.381680,0.404581,0.428856,0.454588,0.479573,0.503552,0.528730,0.555166,0.582925,0.612071
2083,0.001767,0.000140,0.000085,0.000066,0.000055,0.000051,0.000048,0.000045,0.000042,0.000039,0.000038,0.000040,0.000049,0.000067,0.000092,0.000120,0.000149,0.000178,0.000206,0.000235,0.000265,0.000296,0.000325,0.000349,0.000371,0.000392,0.000414,0.000442,0.000476,0.000516,0.000558,0.000598,0.000634,0.000666,0.000693,0.000723,0.000754,0.000781,0.000802,0.000822,0.000845,0.000875,0.000911,0.000954,0.001007,0.001067,0.001139,0.001232,0.001349,0.001488,0.001639,0.001801,0.001979,0.002172,0.002378,0.002613,0.002860,0.003086,0.003281,0.003463,0.003663,0.003912,0.004225,0.004618,0.005086,0.005633,0.006231,0.006850,0.007476,0.008141,0.008931,0.009861,0.010882,0.011993,0.013240,0.014793,0.016624,0.018564,0.020582,0.022824,0.025406,0.028597,0.032641,0.037701,0.043675,0.050371,0.057630,0.065368,0.073585,0.082352,0.091765,0.101925,0.112931,0.124872,0.137825,0.150916,0.163930,0.176633,0.188776,0.200102,0.212108,0.224835,0.238325,0.252625,0.267782,0.283849,0.300880,0.318933,0.338069,0.358353,0.379854,0.402645,0.426804,0.452412,0.477100,0.500955,0.526002,0.552303,0.579918,0.608914
2084,0.001739,0.000138,0.000083,0.000066,0.000054,0.000050,0.000047,0.000045,0.000042,0.000039,0.000037,0.000039,0.000048,0.000066,0.000091,0.000119,0.000147,0.000176,0.000205,0.000233,0.000263,0.000294,0.000322,0.000347,0.000368,0.000389,0.000411,0.000438,0.000473,0.000512,0.000553,0.000593,0.000629,0.000660,0.000688,0.000717,0.000747,0.000774,0.000795,0.000815,0.000837,0.000867,0.000903,0.000945,0.000997,0.001057,0.001128,0.001220,0.001336,0.001474,0.001624,0.001785,0.001961,0.002152,0.002356,0.002589,0.002833,0.003058,0.003249,0.003429,0.003625,0.003871,0.004182,0.004574,0.005043,0.005590,0.006188,0.006806,0.007428,0.008088,0.008872,0.009797,0.010810,0.011915,0.013155,0.014700,0.016521,0.018450,0.020455,0.022683,0.025247,0.028418,0.032443,0.037487,0.043444,0.050119,0.057354,0.065062,0.073243,0.081969,0.091334,0.101442,0.112393,0.124275,0.137167,0.150196,0.163149,0.175792,0.187878,0.199150,0.211099,0.223765,0.237191,0.251423,0.266508,0.282499,0.299449,0.317415,0.336460,0.356648,0.378047,0.400730,0.424773,0.450260,0.474651,0.498384,0.523303,0.549468,0.576942,0.605789
2085,0.001711,0.000136,0.000082,0.000065,0.000053,0.000049,0.000047,0.000044,0.000041,0.000038,0.000036,0.000039,0.000048,0.000066,0.000090,0.000118,0.000146,0.000175,0.000203,0.000231,0.000261,0.000292,0.000320,0.000344,0.000365,0.000386,0.000408,0.000435,0.000469,0.000508,0.000549,0.000588,0.000624,0.000655,0.000682,0.000711,0.000741,0.000767,0.000788,0.000807,0.000830,0.000859,0.000894,0.000937,0.000988,0.001047,0.001117,0.001208,0.001323,0.001460,0.001610,0.001769,0.001943,0.002133,0.002335,0.002565,0.002807,0.003029,0.003218,0.003395,0.003588,0.003831,0.004139,0.004531,0.005000,0.005548,0.006145,0.006761,0.007381,0.008036,0.008814,0.009732,0.010740,0.011838,0.013071,0.014608,0.016420,0.018338,0.020329,0.022542,0.025089,0.028242,0.032248,0.037275,0.043214,0.049871,0.057081,0.064760,0.072905,0.081589,0.090908,0.100964,0.111861,0.123685,0.136516,0.149485,0.162377,0.174961,0.186989,0.198209,0.210101,0.222707,0.236070,0.250234,0.265248,0.281163,0.298032,0.315914,0.334869,0.354961,0.376259,0.398834,0.422765,0.448130,0.472228,0.495840,0.520632,0.546663,0.573996,0.602696
2086,0.001683,0.000134,0.000081,0.000064,0.000053,0.000049,0.000046,0.000044,0.000041,0.000038,0.000036,0.000038,0.000047,0.000065,0.000089,0.000117,0.000145,0.000174,0.000202,0.000230,0.000259,0.000290,0.000318,0.000341,0.000363,0.000383,0.000405,0.000431,0.000465,0.000504,0.000545,0.000583,0.000619,0.000649,0.000676,0.000705,0.000735,0.000761,0.000781,0.000800,0.000822,0.000851,0.000886,0.000928,0.000979,0.001036,0.001106,0.001196,0.001310,0.001446,0.001595,0.001753,0.001926,0.002113,0.002313,0.002541,0.002781,0.003001,0.003187,0.003361,0.003551,0.003791,0.004097,0.004489,0.004958,0.005506,0.006103,0.006717,0.007334,0.007984,0.008757,0.009669,0.010670,0.011762,0.012988,0.014517,0.016320,0.018226,0.020205,0.022404,0.024934,0.028068,0.032056,0.037065,0.042988,0.049624,0.056811,0.064460,0.072570,0.081213,0.090486,0.100492,0.111334,0.123100,0.135872,0.148780,0.161613,0.174138,0.186110,0.197277,0.209113,0.221660,0.234960,0.249057,0.264001,0.279841,0.296631,0.314429,0.333295,0.353292,0.374490,0.396959,0.420777,0.446024,0.469830,0.493321,0.517987,0.543887,0.571081,0.599635
2087,0.001656,0.000132,0.000080,0.000063,0.000052,0.000048,0.000045,0.000043,0.000040,0.000037,0.000035,0.000037,0.000046,0.000064,0.000088,0.000116,0.000144,0.000172,0.000200,0.000228,0.000257,0.000288,0.000315,0.000339,0.000360,0.000380,0.000401,0.000428,0.000462,0.000500,0.000540,0.000579,0.000614,0.000644,0.000671,0.000699,0.000728,0.000754,0.000775,0.000793,0.000815,0.000844,0.000878,0.000919,0.000969,0.001026,0.001095,0.001184,0.001298,0.001433,0.001580,0.001737,0.001909,0.002094,0.002292,0.002518,0.002756,0.002973,0.003157,0.003328,0.003515,0.003751,0.004056,0.004447,0.004916,0.005464,0.006061,0.006674,0.007287,0.007933,0.008700,0.009607,0.010601,0.011686,0.012906,0.014427,0.016220,0.018116,0.020083,0.022267,0.024780,0.027895,0.031866,0.036858,0.042763,0.049380,0.056543,0.064163,0.072238,0.080841,0.090068,0.100024,0.110812,0.122522,0.135235,0.148084,0.160857,0.173324,0.185240,0.196355,0.208136,0.220624,0.233862,0.247893,0.262767,0.278533,0.295245,0.312960,0.331737,0.351641,0.372740,0.395104,0.418810,0.443939,0.467456,0.490828,0.515370,0.541138,0.568195,0.596605
2088,0.001629,0.000131,0.000079,0.000062,0.000051,0.000047,0.000045,0.000043,0.000040,0.000036,0.000035,0.000037,0.000046,0.000063,0.000088,0.000115,0.000143,0.000171,0.000199,0.000226,0.000255,0.000285,0.000313,0.000336,0.000357,0.000377,0.000398,0.000425,0.000458,0.000496,0.000536,0.000574,0.000609,0.000639,0.000665,0.000693,0.000722,0.000747,0.000768,0.000786,0.000808,0.000836,0.000870,0.000911,0.000960,0.001017,0.001085,0.001173,0.001286,0.001419,0.001566,0.001722,0.001892,0.002075,0.002271,0.002495,0.002731,0.002946,0.003127,0.003295,0.003479,0.003712,0.004015,0.004405,0.004875,0.005423,0.006020,0.006631,0.007241,0.007883,0.008644,0.009545,0.010533,0.011612,0.012824,0.014338,0.016122,0.018008,0.019962,0.022132,0.024628,0.027725,0.031678,0.036653,0.042541,0.049139,0.056278,0.063869,0.071909,0.080472,0.089654,0.099561,0.110296,0.121950,0.134605,0.147394,0.160109,0.172518,0.184380,0.195442,0.207169,0.219599,0.232775,0.246742,0.261546,0.277239,0.293873,0.311505,0.330196,0.350008,0.371008,0.393269,0.416865,0.441876,0.465106,0.488361,0.512779,0.538418,0.565339,0.593606
2089,0.001602,0.000129,0.000078,0.000061,0.000051,0.000047,0.000044,0.000042,0.000039,0.000036,0.000034,0.000036,0.000045,0.000063,0.000087,0.000114,0.000142,0.000170,0.000197,0.000225,0.000253,0.000283,0.000310,0.000334,0.000354,0.000374,0.000395,0.000421,0.000454,0.000492,0.000532,0.000569,0.000604,0.000633,0.000659,0.000687,0.000716,0.000741,0.000761,0.000779,0.000800,0.000828,0.000862,0.000902,0.000951,0.001007,0.001074,0.001161,0.001273,0.001406,0.001552,0.001706,0.001875,0.002057,0.002251,0.002472,0.002706,0.002918,0.003097,0.003263,0.003443,0.003674,0.003974,0.004364,0.004834,0.005383,0.005979,0.006589,0.007195,0.007833,0.008589,0.009483,0.010466,0.011538,0.012744,0.014250,0.016025,0.017900,0.019842,0.021998,0.024478,0.027557,0.031492,0.036451,0.042322,0.048900,0.056016,0.063578,0.071584,0.080107,0.089245,0.099102,0.109785,0.121384,0.133981,0.146712,0.159368,0.171721,0.183528,0.194540,0.206212,0.218585,0.231700,0.245602,0.260338,0.275958,0.292516,0.310067,0.328671,0.348391,0.369295,0.391452,0.414939,0.439836,0.462780,0.485919,0.510215,0.535725,0.562512,0.590637
2090,0.001576,0.000127,0.000077,0.000061,0.000050,0.000046,0.000044,0.000041,0.000039,0.000035,0.000033,0.000035,0.000044,0.000062,0.000086,0.000113,0.000141,0.000168,0.000196,0.000223,0.000252,0.000281,0.000308,0.000331,0.000352,0.000371,0.000392,0.000418,0.000451,0.000488,0.000527,0.000565,0.000599,0.000628,0.000654,0.000681,0.000710,0.000735,0.000754,0.000772,0.000793,0.000821,0.000854,0.000894,0.000942,0.000997,0.001064,0.001150,0.001261,0.001393,0.001538,0.001691,0.001858,0.002038,0.002230,0.002450,0.002681,0.002891,0.003067,0.003231,0.003408,0.003636,0.003934,0.004324,0.004793,0.005343,0.005939,0.006547,0.007150,0.007783,0.008534,0.009423,0.010399,0.011465,0.012664,0.014163,0.015929,0.017794,0.019723,0.021866,0.024330,0.027391,0.031309,0.036251,0.042105,0.048663,0.055756,0.063290,0.071262,0.079746,0.088839,0.098649,0.109279,0.120823,0.133363,0.146037,0.158636,0.170933,0.182685,0.193647,0.205265,0.217581,0.230636,0.244474,0.259143,0.274691,0.291173,0.308643,0.327162,0.346792,0.367599,0.389655,0.413034,0.437816,0.460477,0.483501,0.507676,0.533060,0.559713,0.587699
2091,0.001551,0.000125,0.000076,0.000060,0.000049,0.000046,0.000043,0.000041,0.000038,0.000035,0.000033,0.000035,0.000044,0.000061,0.000085,0.000112,0.000139,0.000167,0.000194,0.000221,0.000250,0.000279,0.000306,0.000329,0.000349,0.000368,0.000389,0.000415,0.000447,0.000484,0.000523,0.000560,0.000594,0.000623,0.000649,0.000676,0.000704,0.000728,0.000748,0.000765,0.000786,0.000814,0.000846,0.000885,0.000933,0.000987,0.001053,0.001139,0.001249,0.001380,0.001524,0.001676,0.001842,0.002020,0.002210,0.002427,0.002657,0.002865,0.003038,0.003199,0.003373,0.003598,0.003895,0.004283,0.004753,0.005303,0.005899,0.006505,0.007106,0.007734,0.008479,0.009363,0.010333,0.011393,0.012586,0.014076,0.015834,0.017688,0.019606,0.021736,0.024184,0.027227,0.031127,0.036053,0.041890,0.048429,0.055498,0.063004,0.070943,0.079388,0.088438,0.098200,0.108779,0.120269,0.132752,0.145369,0.157911,0.170152,0.181852,0.192763,0.204329,0.216588,0.229584,0.243359,0.257960,0.273438,0.289844,0.307235,0.325669,0.345209,0.365921,0.387877,0.411149,0.435818,0.458198,0.481108,0.505163,0.530421,0.556943,0.584790
2092,0.001526,0.000124,0.000075,0.000059,0.000049,0.000045,0.000043,0.000040,0.000037,0.000034,0.000032,0.000034,0.000043,0.000060,0.000084,0.000111,0.000138,0.000166,0.000193,0.000220,0.000248,0.000277,0.000303,0.000326,0.000346,0.000365,0.000386,0.000412,0.000444,0.000481,0.000519,0.000556,0.000589,0.000618,0.000643,0.000670,0.000698,0.000722,0.000741,0.000759,0.000779,0.000806,0.000838,0.000877,0.000924,0.000978,0.001043,0.001128,0.001237,0.001367,0.001510,0.001661,0.001826,0.002002,0.002190,0.002405,0.002633,0.002839,0.003010,0.003168,0.003339,0.003561,0.003856,0.004244,0.004714,0.005264,0.005859,0.006464,0.007061,0.007686,0.008426,0.009303,0.010268,0.011322,0.012508,0.013991,0.015740,0.017584,0.019491,0.021607,0.024039,0.027065,0.030948,0.035857,0.041678,0.048198,0.055244,0.062722,0.070627,0.079034,0.088040,0.097755,0.108284,0.119720,0.132148,0.144708,0.157194,0.169380,0.181027,0.191888,0.203401,0.215606,0.228542,0.242254,0.256790,0.272197,0.288529,0.305841,0.324191,0.343643,0.364261,0.386117,0.409284,0.433841,0.455942,0.478739,0.502676,0.527810,0.554200,0.581910
2093,0.001501,0.000122,0.000074,0.000058,0.000048,0.000044,0.000042,0.000040,0.000037,0.000034,0.000032,0.000034,0.000042,0.000060,0.000083,0.000110,0.000137,0.000165,0.000192,0.000218,0.000246,0.000275,0.000301,0.000324,0.000344,0.000363,0.000383,0.000409,0.000440,0.000477,0.000515,0.000551,0.000584,0.000613,0.000638,0.000664,0.000692,0.000716,0.000735,0.000752,0.000772,0.000799,0.000831,0.000869,0.000916,0.000969,0.001033,0.001117,0.001225,0.001355,0.001496,0.001647,0.001809,0.001984,0.002170,0.002384,0.002609,0.002813,0.002981,0.003137,0.003305,0.003524,0.003817,0.004205,0.004675,0.005225,0.005820,0.006423,0.007018,0.007638,0.008373,0.009245,0.010203,0.011251,0.012431,0.013907,0.015647,0.017481,0.019376,0.021479,0.023896,0.026905,0.030771,0.035664,0.041467,0.047968,0.054991,0.062442,0.070314,0.078683,0.087647,0.097315,0.107794,0.119177,0.131549,0.144054,0.156484,0.168616,0.180210,0.191023,0.202484,0.214633,0.227511,0.241162,0.255632,0.270969,0.287228,0.304461,0.322729,0.342093,0.362618,0.384375,0.407438,0.431884,0.453708,0.476394,0.500213,0.525224,0.551485,0.579060
2094,0.001477,0.000120,0.000073,0.000057,0.000047,0.000044,0.000042,0.000039,0.000036,0.000033,0.000031,0.000033,0.000042,0.000059,0.000083,0.000109,0.000136,0.000163,0.000190,0.000216,0.000244,0.000273,0.000299,0.000321,0.000341,0.000360,0.000380,0.000405,0.000437,0.000473,0.000511,0.000547,0.000580,0.000608,0.000633,0.000659,0.000686,0.000710,0.000728,0.000745,0.000765,0.000792,0.000823,0.000861,0.000907,0.000959,0.001023,0.001106,0.001214,0.001342,0.001483,0.001632,0.001794,0.001967,0.002151,0.002362,0.002586,0.002787,0.002953,0.003106,0.003272,0.003488,0.003779,0.004166,0.004636,0.005187,0.005781,0.006383,0.006975,0.007590,0.008320,0.009187,0.010139,0.011181,0.012355,0.013823,0.015555,0.017379,0.019263,0.021353,0.023754,0.026747,0.030596,0.035473,0.041259,0.047741,0.054741,0.062164,0.070004,0.078335,0.087257,0.096879,0.107309,0.118639,0.130957,0.143406,0.155782,0.167859,0.179402,0.190166,0.201576,0.213671,0.226491,0.240081,0.254485,0.269755,0.285940,0.303096,0.321282,0.340559,0.360993,0.382652,0.405611,0.429948,0.451497,0.474072,0.497776,0.522665,0.548798,0.576238
2095,0.001453,0.000119,0.000072,0.000057,0.000047,0.000043,0.000041,0.000039,0.000036,0.000033,0.000031,0.000033,0.000041,0.000058,0.000082,0.000108,0.000135,0.000162,0.000189,0.000215,0.000242,0.000271,0.000297,0.000319,0.000339,0.000357,0.000377,0.000402,0.000434,0.000469,0.000507,0.000542,0.000575,0.000603,0.000627,0.000653,0.000680,0.000704,0.000722,0.000739,0.000759,0.000785,0.000816,0.000853,0.000899,0.000950,0.001013,0.001096,0.001202,0.001330,0.001469,0.001618,0.001778,0.001949,0.002131,0.002341,0.002562,0.002761,0.002925,0.003076,0.003239,0.003452,0.003742,0.004128,0.004598,0.005149,0.005743,0.006343,0.006932,0.007543,0.008268,0.009129,0.010076,0.011112,0.012279,0.013741,0.015464,0.017279,0.019151,0.021228,0.023615,0.026591,0.030423,0.035284,0.041054,0.047516,0.054494,0.061889,0.069696,0.077991,0.086872,0.096448,0.106828,0.118107,0.130371,0.142766,0.155086,0.167111,0.178603,0.189319,0.200678,0.212719,0.225482,0.239011,0.253351,0.268552,0.284666,0.301745,0.319850,0.339041,0.359384,0.380947,0.403803,0.427913,0.449309,0.471774,0.495363,0.520131,0.546137,0.573444
2096,0.001429,0.000117,0.000071,0.000056,0.000046,0.000043,0.000040,0.000038,0.000035,0.000032,0.000030,0.000032,0.000041,0.000058,0.000081,0.000107,0.000134,0.000161,0.000187,0.000213,0.000240,0.000269,0.000294,0.000316,0.000336,0.000354,0.000374,0.000399,0.000430,0.000466,0.000503,0.000538,0.000570,0.000598,0.000622,0.000648,0.000674,0.000698,0.000716,0.000732,0.000752,0.000778,0.000808,0.000845,0.000890,0.000941,0.001003,0.001085,0.001191,0.001318,0.001456,0.001603,0.001762,0.001932,0.002112,0.002320,0.002539,0.002736,0.002898,0.003046,0.003206,0.003417,0.003704,0.004090,0.004560,0.005112,0.005705,0.006304,0.006889,0.007497,0.008217,0.009072,0.010014,0.011044,0.012205,0.013659,0.015374,0.017179,0.019040,0.021105,0.023477,0.026437,0.030252,0.035097,0.040850,0.047294,0.054249,0.061617,0.069392,0.077650,0.086490,0.096021,0.106353,0.117581,0.129791,0.142131,0.154398,0.166370,0.177811,0.188480,0.199789,0.211776,0.224483,0.237952,0.252229,0.267363,0.283404,0.300409,0.318433,0.337539,0.357791,0.379259,0.402014,0.425849,0.447142,0.469499,0.492974,0.517622,0.543503,0.570679
